CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,Churn,TotalCharges
CUST1553,Female,1,Yes,Yes,11,No,No,DSL,Yes,No,Yes,Yes,No internet service,No,Two year,No,Bank transfer,46.43,No,518.19
CUST1554,Male,0,Yes,No,12,Yes,No,DSL,No,Yes,Yes,No internet service,Yes,No,One year,Yes,Credit card,92.72,No,1119.38
CUST1555,Female,0,No,Yes,56,No,No,DSL,No internet service,No,Yes,No internet service,No internet service,Yes,Two year,Yes,Mailed check,103.73,No,5817.71
CUST1556,Female,0,Yes,Yes,39,Yes,No phone service,DSL,No,Yes,Yes,No internet service,No,No internet service,One year,No,Electronic check,98.43,No,3834.93
CUST1557,Female,0,No,No,44,Yes,No,Fiber optic,Yes,No internet service,No,No,Yes,No internet service,Month-to-month,No,Mailed check,47.4,No,2083.34
CUST1558,Female,0,Yes,Yes,34,Yes,Yes,DSL,No,No internet service,No internet service,Yes,No,No internet service,Month-to-month,Yes,Mailed check,60.16,No,2035.81
CUST1559,Female,1,Yes,No,2,Yes,No phone service,Fiber optic,No internet service,No internet service,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,61.33,No,131.52
CUST1560,Female,0,No,No,4,Yes,Yes,No,No,Yes,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card,69.13,No,273.11
CUST1561,Male,0,Yes,No,10,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,No,Electronic check,36.74,No,365.48
CUST1562,Male,0,Yes,Yes,70,Yes,Yes,No,Yes,No,Yes,No internet service,No,No internet service,One year,No,Mailed check,65.25,No,4575.66
CUST1563,Male,0,Yes,No,55,Yes,No phone service,Fiber optic,Yes,No,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,71.08,No,3909.93
CUST1564,Female,0,No,Yes,9,Yes,No phone service,No,Yes,No,Yes,No internet service,No,No,Month-to-month,Yes,Mailed check,73.17,Yes,659.85
CUST1565,Female,0,Yes,No,33,Yes,Yes,DSL,Yes,No,No internet service,No internet service,No internet service,No,Two year,No,Credit card,101.99,No,3359.19
CUST1566,Female,0,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No,No internet service,Two year,Yes,Mailed check,71.73,No,4734.15
CUST1567,Female,0,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,No internet service,No,One year,Yes,Mailed check,43.08,No,3067.04
CUST1568,Male,0,Yes,Yes,30,Yes,No phone service,No,Yes,No,Yes,No,No internet service,Yes,Two year,Yes,Electronic check,86.31,Yes,2590.47
CUST1569,Male,0,Yes,Yes,70,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Electronic check,99.73,No,6976.2
CUST1570,Female,0,Yes,No,65,No,Yes,Fiber optic,No internet service,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,51.94,No,3366.72
CUST1571,Male,0,No,No,69,Yes,No,No,No internet service,Yes,No internet service,No,No,No,Month-to-month,No,Bank transfer,84.53,No,5829.3
CUST1572,Male,0,No,Yes,40,Yes,No phone service,DSL,Yes,Yes,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,34.69,Yes,1389.05
CUST1573,Female,1,Yes,Yes,62,Yes,Yes,Fiber optic,No,No,No internet service,No,No internet service,Yes,One year,No,Mailed check,54.19,No,3350.63
CUST1574,Male,0,No,Yes,31,Yes,Yes,DSL,Yes,No,Yes,Yes,No internet service,No internet service,Two year,No,Bank transfer,110.92,No,3440.72
CUST1575,Female,0,No,No,19,Yes,No phone service,Fiber optic,No,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Electronic check,111.13,No,2111.94
CUST1576,Male,0,Yes,Yes,56,Yes,Yes,DSL,No,No internet service,No internet service,No,Yes,No,Two year,Yes,Credit card,77.53,No,4347.35
CUST1577,Female,0,No,No,49,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,No internet service,No,One year,No,Electronic check,90.24,Yes,4412.34
CUST1578,Female,0,No,Yes,24,Yes,No phone service,No,Yes,No,Yes,Yes,No internet service,Yes,Two year,No,Credit card,105.4,No,2535.22
CUST1579,Female,0,No,No,11,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,No internet service,Yes,No internet service,One year,Yes,Bank transfer,115.86,No,1274.88
CUST1580,Female,0,No,No,70,Yes,Yes,DSL,No,No,No,No,No,No,One year,No,Credit card,68.99,No,4826.71
CUST1581,Male,0,No,No,38,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,76.16,No,2903.39
CUST1582,Female,0,No,Yes,16,Yes,Yes,DSL,No internet service,No internet service,No,No,Yes,No internet service,Two year,Yes,Credit card,61.56,No,978.16
CUST1583,Female,0,No,Yes,44,Yes,Yes,DSL,No internet service,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,27.2,No,1197.63
CUST1584,Female,1,No,Yes,10,Yes,No phone service,DSL,Yes,No,No,Yes,No,No,Two year,Yes,Bank transfer,62.28,No,619.22
CUST1585,Male,0,Yes,No,69,Yes,Yes,No,Yes,No internet service,No,Yes,No,No internet service,Two year,Yes,Mailed check,99.06,Yes,6835.69
CUST1586,Female,0,Yes,No,22,Yes,No,Fiber optic,No internet service,Yes,Yes,No,No,No,One year,No,Mailed check,100.49,No,2211.83
CUST1587,Male,0,No,Yes,69,Yes,No,DSL,Yes,No,No internet service,No internet service,Yes,No,One year,Yes,Mailed check,109.24,Yes,7529.35
CUST1588,Female,0,No,No,37,Yes,Yes,No,No,Yes,No internet service,Yes,No internet service,No,Two year,Yes,Electronic check,25.15,Yes,933.77
CUST1589,Male,0,Yes,No,1,Yes,No,DSL,Yes,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Mailed check,72.72,Yes,75.41
CUST1590,Male,0,No,No,71,Yes,Yes,Fiber optic,No,No internet service,Yes,No internet service,No,Yes,One year,Yes,Bank transfer,30.74,No,2187.93
CUST1591,Female,1,No,Yes,36,Yes,No,No,Yes,No,No,No,Yes,Yes,One year,No,Mailed check,40.07,No,1434.33
CUST1592,Male,0,Yes,No,48,Yes,No phone service,DSL,Yes,Yes,No,No,No,No internet service,Two year,No,Bank transfer,110.02,No,5276.91
CUST1593,Female,0,Yes,Yes,51,Yes,Yes,DSL,No internet service,No internet service,Yes,Yes,Yes,No,Two year,Yes,Mailed check,69.68,Yes,3556.68
CUST1594,Female,0,Yes,Yes,32,Yes,Yes,DSL,No,No internet service,No internet service,No,Yes,No,One year,Yes,Credit card,95.85,No,3059.93
CUST1595,Female,0,No,Yes,21,Yes,Yes,Fiber optic,No internet service,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Bank transfer,26.44,No,558.79
CUST1596,Male,0,No,Yes,4,Yes,Yes,No,Yes,Yes,Yes,No internet service,No,No internet service,One year,Yes,Mailed check,61.68,No,237.9
CUST1597,Male,0,Yes,Yes,17,Yes,Yes,No,No internet service,No internet service,Yes,Yes,No internet service,No internet service,Two year,No,Mailed check,87.42,No,1482.84
CUST1598,Female,0,Yes,No,37,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,One year,No,Mailed check,33.34,Yes,1240.51
CUST1599,Female,1,No,Yes,36,Yes,No phone service,DSL,Yes,Yes,No,No,No,No internet service,Two year,No,Bank transfer,52.58,Yes,1898.37
CUST1600,Male,0,Yes,Yes,63,Yes,No phone service,No,Yes,No,Yes,No internet service,Yes,No internet service,One year,No,Bank transfer,26.45,No,1669.25
CUST1601,Female,0,No,Yes,9,Yes,No,DSL,No,No internet service,No internet service,No,Yes,Yes,Two year,Yes,Mailed check,85.13,No,773.58
CUST1602,Female,0,No,No,41,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Credit card,117.09,No,4804.88
CUST1603,Female,0,Yes,No,47,Yes,No,No,No,No internet service,No,No,No,No internet service,Month-to-month,No,Bank transfer,102.7,No,4827.29
CUST1604,Male,0,Yes,No,43,Yes,No,DSL,No internet service,No,No internet service,No,Yes,No internet service,Two year,Yes,Bank transfer,117.46,No,5060.37
CUST1605,Male,0,No,No,15,Yes,No phone service,No,Yes,No internet service,No internet service,No,Yes,Yes,One year,No,Credit card,104.56,No,1572.3
CUST1606,Male,0,Yes,Yes,53,Yes,No,No,No internet service,No internet service,Yes,No internet service,No,Yes,Two year,No,Electronic check,105.52,No,5594.59
CUST1607,Female,0,Yes,Yes,34,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No,No internet service,No,One year,No,Credit card,77.72,Yes,2640.66
CUST1608,Female,0,Yes,No,27,Yes,No,No,Yes,No,No internet service,No,Yes,No internet service,Month-to-month,Yes,Mailed check,71.83,No,1947.46
CUST1609,Female,0,Yes,No,1,Yes,Yes,Fiber optic,No internet service,No,Yes,No,No internet service,No internet service,One year,Yes,Bank transfer,60.63,No,56.54
CUST1610,Male,1,No,No,12,Yes,No,No,Yes,No internet service,No,No,No internet service,Yes,Month-to-month,Yes,Bank transfer,101.81,Yes,1211.9
CUST1611,Female,0,No,No,40,Yes,No phone service,No,Yes,No internet service,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer,38.21,No,1522.33
CUST1612,Female,0,No,Yes,58,Yes,No phone service,No,Yes,No,Yes,Yes,No internet service,No,Two year,No,Bank transfer,25.62,No,1478.15
CUST1613,Female,0,No,No,68,Yes,No phone service,No,Yes,Yes,No internet service,Yes,No internet service,No,Month-to-month,No,Electronic check,114.79,No,7802.1
CUST1614,Female,0,Yes,No,52,Yes,No,No,No internet service,No,Yes,Yes,No internet service,Yes,One year,Yes,Bank transfer,20.38,No,1066.28
CUST1615,Male,0,Yes,No,44,Yes,No,No,No internet service,No internet service,Yes,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer,117.68,No,5180.95
CUST1616,Male,1,No,No,19,Yes,No phone service,Fiber optic,No internet service,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,92.89,Yes,1758.29
CUST1617,Female,0,No,No,23,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,No internet service,Yes,Two year,No,Mailed check,52.85,Yes,1221.33
CUST1618,Male,0,Yes,No,60,Yes,Yes,DSL,No internet service,Yes,Yes,Yes,No,Yes,One year,No,Mailed check,89.78,No,5386.88
CUST1619,Male,0,No,No,57,Yes,No,No,No internet service,No,Yes,No internet service,No,Yes,Month-to-month,Yes,Electronic check,101.79,No,5802.28
CUST1620,Female,0,No,Yes,26,Yes,No,Fiber optic,No,No,No,Yes,No internet service,No internet service,Two year,Yes,Mailed check,44.54,Yes,1155.28
CUST1621,Female,0,Yes,Yes,25,Yes,No phone service,No,Yes,No,Yes,No,No internet service,Yes,Two year,Yes,Mailed check,97.09,No,2434.54
CUST1622,Male,0,No,Yes,6,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card,100.44,No,599.01
CUST1623,Female,1,Yes,Yes,41,Yes,No,Fiber optic,Yes,No internet service,Yes,Yes,No,No internet service,Two year,Yes,Credit card,44.94,Yes,1834.42
CUST1624,Male,0,Yes,Yes,46,Yes,No phone service,No,No,Yes,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Credit card,24.19,No,1108.79
CUST1625,Female,0,No,Yes,52,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No,No,Yes,Two year,Yes,Electronic check,40.41,No,2105.63
CUST1626,Male,0,Yes,No,58,Yes,No,Fiber optic,No internet service,No,No internet service,No internet service,No,No,One year,Yes,Bank transfer,40.06,No,2326.63
CUST1627,Female,0,No,No,37,Yes,Yes,DSL,No internet service,No,No,No internet service,No,Yes,One year,No,Electronic check,26.52,No,975.0
CUST1628,Male,0,Yes,Yes,68,Yes,No,DSL,No internet service,No internet service,No,No,Yes,No internet service,Two year,Yes,Electronic check,92.6,Yes,6289.04
CUST1629,Male,0,No,No,52,Yes,Yes,DSL,No,Yes,No internet service,Yes,No internet service,No,Month-to-month,No,Electronic check,58.0,No,3019.22
CUST1630,Male,0,No,Yes,14,Yes,Yes,DSL,No internet service,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,108.44,No,1521.69
CUST1631,Female,0,No,No,25,Yes,Yes,No,Yes,No,No,Yes,No internet service,No internet service,One year,No,Credit card,45.22,No,1127.82
CUST1632,Male,0,Yes,No,47,Yes,No phone service,No,No,No,No internet service,No internet service,No,Yes,Two year,Yes,Electronic check,65.32,Yes,3076.9
CUST1633,Male,0,Yes,No,18,Yes,No phone service,DSL,No,No,Yes,No internet service,No internet service,No,Two year,Yes,Credit card,83.9,No,1519.76
CUST1634,Female,1,No,No,8,Yes,No phone service,Fiber optic,Yes,No,No,No,No internet service,No internet service,Month-to-month,No,Bank transfer,107.75,No,856.11
CUST1635,Female,0,Yes,No,63,Yes,No,Fiber optic,Yes,Yes,No internet service,No,No internet service,No,Two year,Yes,Mailed check,72.46,No,4566.52
CUST1636,Male,0,No,No,53,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No internet service,No,No internet service,Month-to-month,No,Credit card,57.35,No,3029.66
CUST1637,Male,0,No,Yes,50,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,Yes,Yes,No internet service,Two year,No,Electronic check,106.7,No,5339.26
CUST1638,Female,1,Yes,Yes,38,Yes,No,No,No,No internet service,Yes,Yes,No internet service,Yes,Two year,No,Bank transfer,51.02,Yes,1937.05
CUST1639,Female,1,No,No,3,Yes,No,Fiber optic,No,No,No,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,27.94,No,77.69
CUST1640,Female,0,Yes,Yes,2,Yes,Yes,Fiber optic,No,No,Yes,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer,64.5,No,134.04
CUST1641,Female,0,No,No,63,Yes,No,DSL,No internet service,No internet service,Yes,No,Yes,Yes,One year,Yes,Mailed check,98.51,Yes,6212.34
CUST1642,Female,0,Yes,Yes,28,Yes,No,Fiber optic,No internet service,No,No internet service,No,No internet service,No internet service,Month-to-month,No,Bank transfer,23.08,Yes,638.46
CUST1643,Male,0,No,No,10,Yes,No phone service,No,Yes,Yes,No,No internet service,Yes,No internet service,Two year,Yes,Bank transfer,78.59,Yes,776.72
CUST1644,Female,0,No,Yes,57,Yes,Yes,Fiber optic,No internet service,No,No,No,No internet service,No internet service,One year,No,Mailed check,79.45,Yes,4525.33
CUST1645,Male,0,Yes,No,26,Yes,Yes,Fiber optic,No internet service,No,No,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,112.85,No,2936.62
CUST1646,Male,0,No,Yes,20,Yes,No,No,No,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer,48.65,Yes,978.87
CUST1647,Male,0,No,No,38,Yes,No phone service,DSL,No,No,No,No,No internet service,Yes,One year,Yes,Electronic check,47.88,No,1820.36
CUST1648,Female,0,Yes,Yes,45,Yes,No phone service,No,Yes,Yes,No internet service,No,No,No,Two year,Yes,Credit card,64.05,No,2883.86
CUST1649,Male,0,No,No,65,Yes,No phone service,DSL,No,No internet service,No,No,No internet service,No internet service,Two year,Yes,Electronic check,55.69,No,3625.85
CUST1650,Male,0,Yes,No,35,Yes,No phone service,Fiber optic,No internet service,No,Yes,No,No internet service,Yes,One year,Yes,Credit card,93.63,No,3277.63
CUST1651,Female,0,No,No,64,Yes,No,DSL,Yes,No,Yes,No,No,No internet service,Two year,Yes,Mailed check,84.18,No,5389.74
CUST1652,Male,0,Yes,Yes,62,Yes,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,95.89,No,5945.5
CUST1653,Male,0,No,Yes,34,Yes,Yes,DSL,No,Yes,No internet service,Yes,No,No,Two year,Yes,Mailed check,102.0,Yes,3475.61
CUST1654,Female,0,No,Yes,30,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer,112.3,No,3363.71
CUST1655,Male,1,No,No,27,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Bank transfer,63.09,No,1698.71
CUST1656,Male,0,Yes,Yes,0,No,No phone service,DSL,Yes,No internet service,Yes,No internet service,Yes,No,Month-to-month,No,Electronic check,118.47,Yes,-7.44
CUST1657,Male,0,Yes,No,24,Yes,No phone service,Fiber optic,No,Yes,No,Yes,No,No,One year,No,Mailed check,41.57,No,1004.07
CUST1658,Female,0,Yes,Yes,42,Yes,No phone service,No,No internet service,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,91.44,No,3838.72
CUST1659,Female,0,Yes,Yes,66,Yes,No phone service,No,Yes,Yes,No,No,No,No internet service,Two year,Yes,Electronic check,73.4,No,4841.36
CUST1660,Female,0,No,Yes,62,No,No,No,No,No internet service,No internet service,No internet service,No,Yes,Month-to-month,No,Credit card,101.69,No,6314.41
CUST1661,Male,0,No,Yes,50,Yes,No phone service,Fiber optic,No internet service,No,No internet service,Yes,No internet service,Yes,Two year,No,Bank transfer,67.68,No,3392.54
CUST1662,Male,1,Yes,No,1,Yes,No,Fiber optic,No internet service,No,Yes,Yes,No,No internet service,Two year,No,Electronic check,98.39,No,107.83
CUST1663,Female,0,Yes,Yes,63,Yes,No phone service,No,No,No,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,113.02,No,7113.11
CUST1664,Male,1,Yes,Yes,68,Yes,No phone service,DSL,No internet service,Yes,No,No,No,No internet service,Two year,Yes,Credit card,93.23,No,6347.47
CUST1665,Male,1,No,No,8,Yes,Yes,No,Yes,No,Yes,No internet service,No,No internet service,One year,No,Mailed check,97.61,No,777.45
CUST1666,Female,0,Yes,No,1,Yes,No,Fiber optic,Yes,Yes,No,No,No internet service,Yes,Two year,No,Electronic check,26.72,No,16.97
CUST1667,Female,1,Yes,Yes,33,Yes,Yes,DSL,No internet service,No internet service,Yes,Yes,No internet service,No internet service,One year,No,Bank transfer,40.5,No,1334.33
CUST1668,Male,0,No,Yes,59,Yes,No,DSL,Yes,No internet service,No,No internet service,Yes,No internet service,One year,Yes,Electronic check,117.43,No,6928.55
CUST1669,Male,0,No,No,60,Yes,No phone service,Fiber optic,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,89.32,Yes,5351.36
CUST1670,Male,0,Yes,No,30,Yes,No phone service,DSL,No internet service,Yes,No,Yes,Yes,No,One year,No,Electronic check,76.14,Yes,2284.95
CUST1671,Female,1,No,No,9,Yes,No,No,Yes,Yes,No internet service,Yes,No,No internet service,One year,Yes,Electronic check,56.7,No,516.69
CUST1672,Female,1,Yes,Yes,35,Yes,Yes,Fiber optic,No,No,No internet service,No,No internet service,No internet service,Month-to-month,No,Bank transfer,24.44,No,852.95
CUST1673,Female,0,No,Yes,48,No,No,Fiber optic,No,No internet service,Yes,Yes,No internet service,Yes,One year,No,Mailed check,56.91,No,2728.73
CUST1674,Female,0,Yes,Yes,69,No,No,Fiber optic,Yes,No internet service,Yes,Yes,No,No,One year,No,Credit card,69.89,No,4819.19
CUST1675,Male,0,Yes,No,48,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No internet service,No,Yes,One year,No,Mailed check,41.15,No,1983.66
CUST1676,Female,0,Yes,No,2,No,Yes,DSL,No,No internet service,No,No,No,No,One year,No,Mailed check,37.31,Yes,65.6
CUST1677,Female,0,Yes,No,4,Yes,No,Fiber optic,No,No internet service,No,Yes,No,Yes,One year,No,Credit card,70.84,Yes,282.26
CUST1678,Female,0,No,Yes,60,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No internet service,Yes,Two year,No,Electronic check,78.59,No,4710.69
CUST1679,Female,0,No,No,25,Yes,Yes,DSL,No,No,No,Yes,No,No internet service,One year,No,Bank transfer,43.99,No,1107.63
CUST1680,Female,0,No,Yes,71,No,No,Fiber optic,No internet service,No,No,Yes,No,No internet service,Two year,Yes,Electronic check,78.74,No,5582.46
CUST1681,Male,1,No,No,4,Yes,Yes,DSL,Yes,No internet service,No,Yes,No internet service,No,Two year,No,Electronic check,110.03,No,438.35
CUST1682,Male,0,Yes,Yes,14,Yes,No phone service,DSL,Yes,No internet service,No internet service,Yes,Yes,No,Two year,No,Credit card,67.32,No,940.62
CUST1683,Female,0,Yes,Yes,15,Yes,No phone service,Fiber optic,Yes,No,No internet service,No,No internet service,No,Month-to-month,No,Credit card,105.74,Yes,1593.87
CUST1684,Male,0,No,No,0,Yes,No phone service,No,No,No,No,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,112.73,Yes,-5.69
CUST1685,Female,1,No,Yes,15,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No internet service,No,Yes,Two year,No,Mailed check,29.24,No,441.5
CUST1686,Female,1,No,No,36,Yes,Yes,No,Yes,Yes,No,Yes,No internet service,No,Month-to-month,Yes,Bank transfer,29.58,No,1057.57
CUST1687,Male,0,No,Yes,2,Yes,No phone service,DSL,No internet service,No,Yes,No internet service,No,No internet service,One year,No,Mailed check,67.6,Yes,144.28
CUST1688,Male,0,No,No,51,Yes,No,No,Yes,No internet service,No internet service,Yes,No internet service,No internet service,Two year,Yes,Electronic check,78.81,Yes,4021.17
CUST1689,Female,0,Yes,No,46,Yes,No phone service,Fiber optic,No,No internet service,No,No internet service,Yes,Yes,Two year,Yes,Electronic check,62.59,No,2881.67
CUST1690,Female,0,Yes,Yes,12,Yes,No,Fiber optic,Yes,No,No,No,No internet service,Yes,Two year,Yes,Bank transfer,52.65,Yes,630.48
CUST1691,Female,0,Yes,No,54,Yes,No,No,No,Yes,Yes,No,No,No internet service,Month-to-month,No,Mailed check,84.1,No,4538.25
CUST1692,Male,0,No,Yes,20,Yes,No phone service,Fiber optic,No,No internet service,Yes,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,20.21,Yes,398.45
CUST1693,Female,0,No,No,65,Yes,No phone service,No,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,116.81,No,7594.73
CUST1694,Female,0,No,No,53,Yes,Yes,DSL,No internet service,No internet service,No,Yes,No internet service,No internet service,One year,No,Credit card,43.21,No,2299.22
CUST1695,Female,0,No,No,26,Yes,No,No,No,No internet service,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer,111.71,Yes,2901.66
CUST1696,Male,0,Yes,No,37,Yes,No phone service,No,No internet service,No internet service,No internet service,Yes,No internet service,No,Two year,No,Credit card,30.9,No,1150.96
CUST1697,Female,0,Yes,Yes,57,Yes,Yes,No,Yes,No internet service,Yes,No,No internet service,No internet service,Month-to-month,No,Credit card,43.81,No,2490.15
CUST1698,Female,1,No,No,61,Yes,No phone service,No,No,Yes,No,Yes,No internet service,No,Month-to-month,Yes,Credit card,43.49,No,2661.61
CUST1699,Male,0,Yes,No,45,Yes,No phone service,DSL,No internet service,No,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,119.62,No,5379.91
CUST1700,Female,1,Yes,Yes,10,Yes,No phone service,DSL,No,No,No internet service,Yes,Yes,No internet service,Month-to-month,No,Mailed check,20.46,No,202.19
CUST1701,Female,0,No,Yes,71,Yes,No,DSL,Yes,No,No internet service,Yes,No,Yes,Two year,Yes,Credit card,83.96,No,5960.42
CUST1702,Male,0,No,Yes,7,Yes,No phone service,No,No,No,No internet service,No,No internet service,No,Month-to-month,Yes,Mailed check,106.97,No,753.15
CUST1703,Female,0,No,Yes,70,Yes,Yes,DSL,Yes,No,No,No internet service,No internet service,No internet service,Two year,No,Electronic check,87.23,No,6110.49
CUST1704,Male,0,No,Yes,63,No,No phone service,Fiber optic,No internet service,Yes,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Credit card,56.27,No,3544.6
CUST1705,Male,0,No,Yes,20,Yes,No phone service,DSL,No,No internet service,Yes,Yes,Yes,No,One year,No,Electronic check,115.83,No,2317.06
CUST1706,Female,0,No,No,71,No,Yes,No,No internet service,No internet service,Yes,Yes,No,No,One year,No,Credit card,109.35,Yes,7754.45
CUST1707,Female,0,Yes,Yes,62,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,No,No internet service,Two year,Yes,Credit card,63.4,Yes,3926.89
CUST1708,Female,0,Yes,No,63,Yes,No,No,Yes,No internet service,No,No,No internet service,Yes,Two year,Yes,Electronic check,77.33,Yes,4868.71
CUST1709,Female,0,No,Yes,19,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,No,One year,Yes,Bank transfer,116.75,No,2219.42
CUST1710,Male,0,Yes,No,7,Yes,No,No,No internet service,No internet service,Yes,No,No,No internet service,One year,No,Bank transfer,118.26,No,828.99
CUST1711,Female,0,No,No,57,Yes,No,No,Yes,No,Yes,No,No internet service,No,Month-to-month,Yes,Mailed check,64.98,No,3708.06
CUST1712,Male,0,No,No,45,Yes,Yes,Fiber optic,No internet service,No,Yes,No,No internet service,Yes,One year,No,Mailed check,104.74,Yes,4717.64
CUST1713,Female,0,No,Yes,30,Yes,No phone service,DSL,Yes,Yes,No internet service,No,No internet service,No,Two year,Yes,Electronic check,50.2,Yes,1500.7
CUST1714,Female,0,No,Yes,8,Yes,No phone service,Fiber optic,No internet service,No,Yes,No,Yes,No internet service,Two year,Yes,Electronic check,57.18,No,462.84
CUST1715,Female,1,Yes,Yes,14,No,No phone service,Fiber optic,Yes,Yes,No internet service,No,Yes,No,One year,No,Electronic check,36.48,No,501.11
CUST1716,Male,0,No,Yes,25,Yes,No,Fiber optic,Yes,No,No internet service,No,No,No,Two year,Yes,Bank transfer,40.92,Yes,1027.32
CUST1717,Female,0,Yes,No,9,Yes,Yes,Fiber optic,No,No internet service,No internet service,Yes,Yes,No,Month-to-month,Yes,Bank transfer,85.69,No,763.25
CUST1718,Female,1,No,Yes,28,No,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card,71.08,No,1994.83
CUST1719,Female,0,No,No,35,Yes,Yes,No,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card,43.11,No,1509.39
CUST1720,Female,0,No,No,36,Yes,No phone service,No,No,Yes,No internet service,No internet service,Yes,No internet service,Two year,Yes,Electronic check,60.29,No,2169.19
CUST1721,Male,0,Yes,Yes,70,Yes,No,DSL,No,No,No internet service,Yes,No,No,One year,No,Electronic check,57.32,No,4016.21
CUST1722,Female,0,No,Yes,22,Yes,Yes,DSL,No internet service,Yes,No,No internet service,No internet service,No,Two year,Yes,Mailed check,118.74,No,2603.01
CUST1723,Male,0,No,Yes,40,Yes,No,Fiber optic,No internet service,No,No,Yes,No,No,Two year,Yes,Bank transfer,105.36,Yes,4208.87
CUST1724,Male,0,No,No,27,Yes,Yes,DSL,Yes,Yes,No internet service,No internet service,No,Yes,Two year,No,Electronic check,58.8,No,1589.93
CUST1725,Male,0,Yes,Yes,47,Yes,No,DSL,No internet service,No,No,Yes,No,No internet service,Month-to-month,Yes,Bank transfer,111.39,No,5242.27
CUST1726,Male,0,Yes,No,37,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Yes,No internet service,No,Two year,Yes,Electronic check,54.26,No,2005.24
CUST1727,Male,1,Yes,Yes,30,Yes,No,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,86.79,No,2598.88
CUST1728,Male,0,No,No,13,Yes,Yes,No,No,No internet service,No internet service,No,No internet service,No internet service,Two year,No,Electronic check,116.66,No,1516.95
CUST1729,Female,0,Yes,Yes,28,No,Yes,DSL,No,Yes,No,No,No,Yes,One year,Yes,Credit card,59.03,No,1655.29
CUST1730,Male,0,No,Yes,50,Yes,No,No,Yes,No,Yes,No,No,No internet service,Month-to-month,No,Mailed check,87.99,No,4397.9
